final_species_name,Cro,A,SpC,InC,InB,SpF,DCS,PVS,DS,LS,VnS,NPRC,SbO,GF,EGFS,DHS,M,TL4,FL4,DC,nPVS,nMS,nVrS,nVnS,nInL,nPM,ncPM,nGS,nCRo,nbNSpL,nLS,ncIp,nbCoA,nSpL,nPR,nSbO,nSpC,nbSbOSpL,TL,SVL,sex,n4TL,n4FL,nS4FL,nDlT,nArT,nAlT
E_capetinga,0,1,1,0,0,1,0,2,2,0,1,1,0,1,0,0,1,0,0,1,66,54,69,35,10,2,6,45,5,2,8,9,3,11,8,20,9,1,89,45,NA,33,20,2,10,35,NA
E_capetinga,0,1,1,0,1,1,0,2,2,0,1,1,0,1,0,1,1,0,0,1,51,42,67,36,7,2,6,31,4,2,5,9,3,7,7,12,6,1,193,69,M,33,20,3,12,23,NA
E_capetinga,0,1,0,0,2,1,0,2,2,0,1,0,1,1,0,0,1,0,0,1,59,57,73,34,7,2,6,33,4,1,6,8,2,7,6,12,4,1,89,40,NA,33,19,3,10,27,NA
E_capetinga,1,1,1,0,1,1,0,2,2,0,1,1,0,1,0,0,1,0,0,1,70,64,67,33,8,2,7,35,3,1,5,8,4,6,8,11,7,1,192,80,F,33,21,2,9,29,154
E_catenatus,0,1,1,0,2,1,0,3,1,0,1,0,1,1,0,0,1,0,0,1,97,70,58,43,9,3,6,48,6,2,8,10,3,11,8,21,13,1,96,67,NA,30,18,4,18,38,NA
E_catenatus,0,1,1,0,1,1,0,3,1,0,0,0,1,0,NA,0,1,0,0,1,79,73,54,45,12,2,6,55,7,1,9,11,3,8,5,21,11,1,117,58,NA,29,18,4,19,49,NA
E_catenatus,1,1,1,0,1,1,1,3,1,0,1,0,1,0,NA,1,1,NA,0,1,88,72,56,45,12,2,5,46,6,3,7,8,4,11,7,20,12,2,194,99,NA,NA,23,4,20,58,NA
E_catenatus,1,1,1,0,2,1,1,3,1,0,0,0,1,0,NA,0,1,0,0,1,82,68,54,44,10,2,6,44,5,2,7,9,3,11,7,21,10,1,130,63,NA,33,22,4,19,38,NA
E_catenatus,1,1,1,0,1,1,1,3,1,0,0,0,1,1,1,0,1,0,0,1,88,69,54,44,11,2,5,42,5,3,8,10,5,11,7,20,13,2,75,70,NA,30,21,3,20,48,NA
E_catenatus,0,1,1,0,1,0,0,3,1,0,0,0,1,0,NA,1,1,0,0,1,85,77,58,36,12,3,6,46,5,3,7,10,3,13,8,22,12,1,217,92,NA,32,20,3,20,42,NA
E_catenatus,0,0,1,0,1,0,0,3,1,0,1,0,1,1,0,0,1,0,0,1,78,68,46,47,10,3,8,51,5,2,9,8,5,10,6,25,13,1,100,57,NA,37,22,0,16,42,NA
E_catenatus,0,0,1,0,2,0,0,3,1,0,1,0,1,1,0,0,1,0,0,1,89,61,49,46,9,4,9,44,4,2,8,9,4,10,8,17,11,1,92,55,NA,32,22,0,14,38,NA
E_catenatus,1,1,1,0,1,1,1,3,1,0,1,1,0,1,1,1,1,0,0,1,97,76,52,50,10,4,7,45,5,3,6,10,4,12,6,22,11,1,225,103,NA,31,23,4,14,44,162
E_catenatus,0,1,1,0,1,1,1,3,1,0,1,1,0,1,1,1,1,0,0,1,102,82,54,49,11,2,6,50,6,2,8,8,5,14,6,22,11,2,222,101,NA,34,23,3,14,49,166
E_catenatus,0,1,1,0,1,1,1,3,1,0,1,1,1,0,1,1,1,0,0,1,86,71,52,40,10,2,7,42,5,2,6,8,4,12,7,22,11,1,145,64,NA,32,24,3,15,44,NA
E_catenatus2,0,1,1,0,2,1,0,3,1,0,1,0,1,1,0,1,1,0,0,1,86,60,75,44,9,2,7,39,4,2,6,11,3,8,6,18,8,1,171,80,NA,30,18,3,15,38,NA
E_catenatus2,0,1,1,0,1,0,0,3,1,0,1,0,1,1,0,1,1,0,0,1,88,62,74,40,9,2,6,42,5,2,6,11,3,11,8,15,10,1,225,113,NA,31,22,2,20,39,154
E_catenatus2,0,1,1,0,1,1,0,3,1,1,1,0,1,1,1,1,1,0,0,1,83,55,76,38,12,4,6,39,6,2,6,NA,2,12,8,NA,8,1,212,100,F,32,19,4,14,32,141
E_catenatus2,1,1,1,0,1,1,0,3,1,1,1,0,1,1,0,1,1,0,0,1,91,77,79,40,10,2,7,41,5,1,6,9,3,10,7,19,12,2,216,99,NA,27,19,2,15,38,155
E_catenatus2,1,1,1,0,1,1,0,3,1,1,1,0,1,1,0,1,1,0,0,1,90,59,74,54,10,3,9,48,4,2,6,NA,3,11,7,23,8,1,172,82,NA,29,22,5,14,37,154
E_erythroceneus,0,1,1,0,0,0,1,3,1,1,0,1,0,1,0,0,0,0,0,1,75,50,59,44,8,2,5,41,4,1,5,12,2,8,7,13,8,1,179,78,NA,26,18,2,12,28,143
E_erythroceneus,1,1,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,1,75,55,57,47,8,2,6,39,5,1,5,9,3,11,8,16,7,1,125,55,NA,27,19,3,10,28,NA
E_erythroceneus,1,1,1,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,1,83,60,59,45,8,2,7,39,5,1,5,12,2,10,8,13,8,1,139,64,NA,26,19,3,13,27,NA
E_erythroceneus,1,1,1,0,0,0,0,3,1,1,0,1,0,1,0,0,0,0,0,1,84,52,59,42,8,2,7,33,4,1,4,10,2,8,8,14,11,1,132,64,M,25,19,2,12,27,NA
E_erythroceneus,1,1,1,0,0,0,1,2,1,1,0,0,0,1,0,1,1,0,0,1,79,60,59,43,10,2,6,36,5,2,7,10,2,10,7,14,8,1,202,87,M,29,19,2,13,29,137
E_erythroceneus,0,1,0,0,0,0,0,3,1,1,0,0,0,1,0,1,1,0,0,1,79,63,58,45,8,2,7,42,5,1,6,13,3,10,7,13,10,0,146,69,NA,27,18,3,10,26,148
E_iheringii,1,1,1,0,1,1,0,2,1,1,1,0,1,0,NA,0,1,0,0,1,72,59,54,50,9,2,10,42,5,3,7,9,3,10,7,17,10,0,172,82,NA,28,23,3,11,20,154
E_iheringii,1,1,1,0,1,1,1,2,1,0,1,0,1,0,NA,NA,1,0,0,1,71,55,60,42,9,4,9,44,4,3,7,12,3,11,6,16,14,1,203,85,NA,34,26,4,13,35,NA
E_iheringii,1,1,1,0,1,1,1,3,1,0,1,0,1,0,NA,1,1,0,0,1,74,60,62,50,10,4,12,49,4,3,8,10,5,10,6,15,12,1,120,75,NA,33,26,4,13,34,NA
E_iheringii,1,1,1,0,1,1,1,3,1,0,1,0,1,1,1,1,1,0,0,1,73,53,63,54,10,4,10,44,4,3,6,10,4,11,6,19,17,2,155,75,M,34,26,4,14,31,159
E_iheringii,1,1,1,0,1,1,1,2,2,1,1,0,1,0,NA,1,0,0,0,1,80,64,64,53,10,5,13,48,4,1,7,10,4,12,9,16,16,1,100,98,M,31,26,6,14,40,161
E_iheringii,1,1,1,0,1,1,1,3,1,1,1,0,1,1,0,1,1,0,0,1,75,62,66,50,10,4,11,46,4,4,6,12,4,10,6,17,13,1,197,97,F,31,26,3,14,35,165
E_iheringii,1,1,1,0,1,1,1,3,1,0,1,0,1,1,0,1,0,0,0,1,83,61,62,48,12,NA,NA,46,4,4,6,11,4,13,6,18,13,1,182,85,F,38,25,4,15,30,157
E_iheringii,0,1,1,0,1,1,1,2,2,1,1,1,0,0,NA,1,1,0,0,1,78,60,62,53,11,3,9,41,4,3,7,10,4,10,6,15,14,1,155,86,M,32,24,4,12,NA,NA
E_iheringii,1,1,1,0,1,1,1,2,2,1,1,0,1,1,1,1,0,0,0,1,73,58,62,50,10,4,9,43,4,3,6,11,4,12,5,17,16,1,175,80,M,31,26,3,14,31,NA
E_iheringii,1,1,1,0,1,1,1,3,1,0,1,0,1,0,NA,1,1,0,0,1,89,61,61,52,12,4,9,42,4,3,7,9,3,12,6,17,16,1,147,65,NA,31,28,3,13,28,NA
E_iheringii,0,1,1,0,1,1,1,3,1,1,1,0,1,1,1,1,1,0,0,1,78,57,62,47,11,4,11,42,4,3,7,8,4,11,7,22,17,1,159,73,M,31,24,2,15,35,NA
E_iheringii,1,1,1,0,1,1,1,3,1,0,1,NA,1,1,1,1,1,0,0,1,70,55,63,NA,11,2,9,42,3,NA,6,9,3,11,6,14,16,1,138,65,F,35,25,3,11,30,NA
E_iheringii,1,1,1,0,1,1,1,2,2,0,1,0,1,1,1,1,0,0,0,1,75,56,60,48,10,6,13,43,5,4,6,8,4,11,6,24,14,1,195,87,NA,34,26,0,13,34,NA
E_iheringii,1,1,1,0,1,1,1,3,1,0,1,0,1,0,NA,1,1,0,0,1,59,71,60,50,11,4,9,43,4,4,8,10,4,12,6,20,14,1,162,89,NA,33,24,2,13,35,NA
E_iheringii,1,1,1,0,1,1,1,2,2,1,1,0,1,1,1,1,1,0,0,1,80,57,60,53,11,2,9,46,5,3,8,9,4,11,7,20,14,1,185,91,NA,33,22,3,14,35,166
E_iheringii,1,1,1,0,1,1,1,3,1,1,0,1,1,NA,NA,1,1,0,0,1,69,54,55,49,9,4,7,44,6,2,6,10,3,11,5,21,13,1,212,100,F,29,24,4,13,29,163
E_iheringii,0,1,1,0,1,1,1,2,0,1,1,0,1,1,1,1,0,0,0,1,72,57,54,49,11,2,11,42,5,2,6,9,3,11,6,18,12,1,189,89,NA,32,23,4,13,33,181
E_iheringii,0,1,1,0,1,1,1,3,0,1,1,0,1,0,NA,1,1,0,0,1,73,64,55,60,12,3,8,49,5,3,7,10,3,13,7,18,11,1,235,117,F,31,23,4,13,39,159
E_iheringii,0,1,1,0,1,1,0,3,0,1,1,0,1,1,1,1,0,0,0,1,78,56,54,54,10,2,7,45,4,3,8,11,3,12,6,24,14,2,257,123,F,32,21,3,15,31,160
E_iheringii,0,1,1,0,1,1,1,3,0,1,1,0,1,1,1,1,0,0,0,1,71,55,56,53,11,4,10,48,5,4,8,10,3,10,7,19,13,2,239,81,F,34,28,3,12,31,147
E_iheringii,1,1,1,0,1,1,1,3,0,0,1,0,1,1,0,1,1,0,0,1,102,69,72,43,10,2,8,44,4,1,7,8,3,12,6,20,11,2,138,72,NA,28,23,3,11,36,NA
E_iheringii,0,1,1,0,1,0,1,3,0,0,1,0,1,1,1,1,1,0,0,1,68,57,56,50,9,3,10,39,4,2,6,10,3,8,7,20,11,1,158,120,NA,32,25,4,12,30,NA
E_iheringii,1,1,1,0,0,1,1,3,0,1,1,0,1,1,1,1,0,0,0,1,69,60,59,47,11,2,9,42,5,3,7,9,3,11,7,17,14,2,181,87,NA,34,21,4,12,31,139
E_leechii,0,1,1,0,1,1,0,2,2,1,1,0,0,1,0,1,1,1,1,0,86,74,162,42,10,4,7,59,6,2,9,10,5,12,7,21,10,1,179,95,NA,26,19,2,22,39,NA
E_leechii,0,1,1,1,1,1,3,2,2,1,1,0,1,1,0,1,0,1,0,0,82,66,151,43,12,3,5,50,7,3,8,12,3,11,7,26,11,2,184,97,F,25,17,2,14,31,126
E_leechii,0,1,1,1,1,1,0,3,1,0,1,0,1,0,NA,1,0,1,1,0,92,75,152,41,9,3,7,60,5,3,9,14,4,12,8,21,11,2,137,70,NA,26,19,2,13,40,NA
E_leechii,1,1,1,1,1,1,0,3,1,0,1,0,1,1,1,1,0,1,1,0,85,70,144,35,9,4,7,55,6,2,8,10,4,11,6,27,8,1,103,55,NA,26,22,3,13,38,NA
E_leechii,1,1,1,1,1,1,0,3,1,0,1,0,1,1,0,1,0,1,1,0,82,73,140,38,10,4,7,56,5,2,10,11,4,11,5,24,10,1,94,51,NA,23,20,0,12,40,NA
E_leechii,1,1,1,1,1,1,0,2,1,0,1,0,1,0,NA,1,0,1,1,0,79,70,144,38,9,4,7,59,6,2,10,13,3,12,7,24,10,1,106,56,NA,27,20,0,14,42,NA
E_leechii,1,1,1,1,1,1,0,3,1,1,1,0,1,1,0,1,1,1,1,0,92,71,151,38,11,3,7,61,5,4,10,11,3,12,7,24,12,2,113,61,NA,25,21,2,15,40,132
E_leechii,1,1,1,1,1,1,2,3,1,1,1,0,1,0,NA,1,0,1,1,0,81,69,150,38,8,2,5,47,5,3,8,9,3,11,6,22,11,1,163,80,M,27,19,2,16,33,126
E_leechii,1,1,1,1,1,1,0,3,1,1,1,0,1,1,0,1,0,1,1,0,85,67,150,36,10,2,6,53,6,4,8,7,3,11,7,24,12,2,160,82,M,26,19,0,14,28,116
E_leechii,1,1,1,1,1,1,0,2,2,1,1,0,1,1,1,1,0,1,1,0,79,68,157,42,12,2,5,52,6,4,9,11,3,11,5,23,9,2,165,85,M,24,20,2,16,28,111
E_leechii,0,1,1,1,1,1,2,3,1,0,1,0,1,1,1,1,0,1,1,0,83,73,143,41,11,2,5,52,6,3,9,15,2,12,7,23,13,2,102,55,NA,27,20,2,14,38,NA
E_leechii,0,1,1,0,1,1,2,3,1,0,1,0,1,1,1,1,0,1,1,0,76,61,140,36,10,3,5,48,5,2,7,9,2,10,6,21,11,1,156,85,M,26,20,1,20,23,127
E_leechii,1,1,1,0,1,1,2,2,1,0,1,0,1,1,1,1,0,1,1,0,92,73,157,39,12,3,5,54,5,3,8,9,3,11,7,21,12,2,185,100,F,26,20,1,20,34,132
E_leechii,1,1,1,0,1,1,2,3,1,0,1,0,1,1,1,1,1,1,1,0,80,73,148,42,12,2,6,54,6,3,8,10,3,12,7,23,11,2,179,100,F,25,19,2,21,35,128
E_leechii,0,1,1,0,1,1,2,3,1,0,1,0,1,1,1,1,1,1,1,0,89,69,154,35,12,3,7,54,5,2,9,10,3,11,7,25,13,2,169,65,NA,25,21,0,21,33,122
E_leechii,0,1,1,1,1,1,3,2,2,1,1,0,1,1,0,1,0,1,0,0,91,73,152,38,14,2,5,62,4,2,8,10,3,10,7,27,11,2,172,101,NA,26,22,2,15,35,139
E_leechii,0,1,1,0,1,1,2,3,1,0,1,0,1,0,NA,1,0,1,0,0,74,80,160,44,13,3,7,67,5,4,9,9,4,10,7,22,12,2,177,89,NA,27,22,3,21,35,144
E_leechii,1,1,1,1,1,1,2,3,1,1,1,0,1,1,1,1,0,1,1,0,94,79,159,44,12,3,8,62,5,3,9,14,4,12,8,26,11,2,149,80,NA,27,21,2,20,34,NA
E_leechii,0,1,1,1,1,1,3,2,2,1,1,0,1,1,0,1,1,1,0,0,92,74,159,40,9,3,6,51,6,2,7,10,3,11,7,21,11,1,162,84,M,24,21,1,16,30,129
E_leechii,0,1,1,1,1,1,3,3,1,1,1,0,1,1,1,1,0,1,0,0,84,63,149,39,11,4,6,53,6,2,7,9,3,11,6,24,13,2,96,56,NA,27,19,2,16,30,NA
E_leechii,0,1,1,0,1,1,2,3,1,0,1,0,1,0,NA,1,1,1,1,0,80,77,146,39,12,3,9,50,5,3,8,11,3,12,7,23,13,2,128,70,NA,30,21,2,20,27,125
E_leechii,1,1,1,1,1,1,2,3,1,0,1,0,1,1,1,1,1,1,1,0,86,72,151,40,13,2,6,52,5,4,9,10,4,10,7,26,12,3,156,76,M,28,19,0,21,32,119
E_perditus,1,1,1,0,1,1,0,3,1,0,1,0,1,1,0,1,1,0,0,1,101,78,65,51,8,4,7,51,4,2,8,14,3,11,7,24,12,1,105,74,M,34,24,2,18,40,NA
E_perditus,1,1,1,0,1,1,0,3,1,0,1,0,1,1,0,1,1,0,0,1,109,79,68,54,9,2,9,55,4,3,7,9,3,9,7,25,10,1,NA,58,NA,29,22,3,13,52,NA
E_perditus,1,1,1,0,1,1,0,3,1,0,1,0,1,1,0,1,1,0,0,1,97,75,60,56,9,2,9,52,4,2,8,10,4,9,7,30,11,0,165,80,NA,32,23,3,12,63,NA
E_perditus,1,1,1,0,1,1,0,3,1,0,1,0,1,1,0,1,1,0,0,1,103,81,63,58,9,2,9,49,4,1,8,9,3,9,7,29,11,1,138,81,NA,28,20,2,13,60,NA
E_perditus,1,1,1,0,1,1,0,3,1,0,1,1,1,1,0,1,0,0,0,1,105,80,65,62,8,3,8,54,3,2,8,10,3,10,7,24,9,1,146,67,NA,34,24,3,12,53,NA
E_perditus,1,1,1,0,1,1,0,3,1,0,1,0,1,1,1,0,0,0,0,1,114,73,67,59,8,2,9,54,3,1,8,10,4,8,7,28,11,1,128,60,NA,32,24,4,15,47,NA
E_perditus,1,1,1,0,1,1,0,3,1,0,1,0,1,1,0,1,1,0,0,1,90,75,65,57,9,2,9,56,4,1,7,9,3,9,7,24,9,1,158,77,NA,31,23,4,13,41,170
E_perditus,1,1,1,0,1,1,0,3,1,0,1,0,1,1,0,0,1,0,0,1,107,80,68,58,9,3,7,48,4,2,8,9,4,9,8,28,8,1,135,65,NA,32,24,3,13,49,NA
E_perditus,1,1,1,0,1,1,0,3,1,0,1,0,1,1,1,1,1,0,0,1,95,73,66,55,9,2,8,50,4,3,8,10,4,10,7,29,11,1,NA,70,NA,29,24,3,12,46,NA
E_perditus,0,1,1,0,1,1,0,3,1,0,1,0,1,1,1,1,1,0,0,1,98,80,63,55,9,4,11,55,4,3,7,11,4,11,7,26,10,2,141,60,NA,27,21,4,13,46,NA
E_perditus,1,1,1,0,1,1,0,3,1,0,1,0,1,1,1,1,1,0,0,1,99,79,64,56,8,3,7,48,4,3,9,10,4,11,7,24,8,2,167,85,NA,32,22,1,13,42,NA
E_perditus,1,1,1,0,1,1,0,3,1,1,1,0,1,1,1,1,1,0,0,1,104,68,62,52,11,2,7,46,6,1,6,11,3,12,6,19,11,1,189,86,NA,30,23,2,12,41,154
E_perditus,1,1,1,0,1,1,0,2,1,0,1,1,1,1,0,1,1,0,0,1,108,73,63,51,8,3,8,48,4,2,7,9,4,10,6,18,11,1,189,80,NA,31,26,4,12,41,147
E_perditus,1,1,1,0,1,1,0,3,1,0,1,0,1,1,0,1,1,0,0,1,98,70,60,53,9,3,11,52,3,1,7,9,4,10,6,29,10,2,167,78,NA,31,24,3,13,47,NA
E_perditus,1,1,1,0,1,1,0,3,1,0,1,0,1,1,1,1,1,0,0,1,94,81,60,58,8,2,8,48,4,2,7,10,5,9,7,29,11,1,162,73,NA,31,24,3,13,45,NA
E_perditus,1,1,1,0,1,1,0,3,1,0,1,0,0,1,1,1,1,0,0,1,104,81,65,54,9,2,9,58,4,2,8,9,3,10,6,23,11,1,190,87,M,29,20,3,13,41,152
E_perditus,1,1,1,0,1,1,0,3,1,0,1,0,1,1,0,1,1,0,0,1,96,76,62,54,9,2,7,51,4,4,7,11,4,9,7,21,11,1,196,85,NA,31,24,3,11,42,162
E_perditus,1,1,1,0,1,1,0,3,1,0,1,1,1,1,0,1,1,0,0,1,96,76,54,51,7,2,10,51,4,3,6,9,3,8,5,22,11,1,190,82,M,28,22,3,13,44,NA
E_perditus2,1,1,1,0,1,1,0,2,1,0,1,1,1,1,0,1,1,0,0,1,96,73,64,53,9,2,8,52,4,2,7,10,4,9,6,19,12,1,141,62,M,34,25,1,12,38,NA
E_perditus2,1,1,1,0,1,1,0,3,1,0,1,0,1,1,0,1,1,0,0,1,86,70,66,57,8,2,8,54,4,2,8,10,4,9,7,21,11,1,NA,86,NA,33,23,4,12,46,NA
E_perditus2,1,1,1,0,1,1,0,3,1,0,1,0,1,1,0,1,1,0,0,1,94,73,60,59,9,2,9,45,4,2,6,9,3,13,6,18,11,1,190,83,NA,29,22,3,12,46,159
E_perditus2,1,1,1,0,2,1,0,3,1,0,1,1,1,1,1,1,1,0,0,1,101,65,64,56,9,2,9,49,4,2,7,9,4,9,6,19,12,1,182,80,NA,31,25,3,13,43,NA
E_perditus2,0,1,1,0,1,1,0,3,1,0,1,0,0,1,0,0,1,0,0,1,95,72,65,57,8,2,7,50,4,2,7,9,3,9,7,17,11,1,153,64,M,33,25,4,13,39,NA
E_perditus2,1,1,1,0,1,1,0,3,1,0,1,0,1,1,0,1,1,0,0,1,76,51,52,51,7,2,9,43,3,1,5,9,4,9,5,19,9,1,117,68,NA,32,22,4,13,38,NA
E_perditus2,1,1,1,0,1,1,0,2,2,0,1,0,1,1,1,1,1,0,0,1,89,57,66,55,8,2,8,49,3,1,7,11,3,9,6,16,11,1,NA,73,M,29,23,4,12,40,NA
E_perditus2,1,1,1,0,1,1,0,3,1,0,1,0,1,0,NA,1,1,0,0,1,95,65,64,59,9,2,7,45,4,2,6,9,3,9,6,22,11,1,209,92,NA,30,23,4,12,32,NA
E_perditus2,1,1,1,0,1,1,0,3,1,0,1,1,1,1,0,1,1,0,0,1,72,61,65,58,7,2,7,46,3,1,6,9,3,9,7,23,10,1,202,77,NA,29,22,3,12,39,163
E_perditus2,1,1,1,0,1,1,0,3,1,0,1,1,1,1,1,1,1,0,0,1,88,71,57,60,8,2,9,50,4,2,6,11,3,10,6,20,9,1,NA,75,M,33,26,2,12,39,NA
E_perditus2,0,1,1,0,1,1,0,3,1,0,1,0,1,1,0,1,1,0,0,1,80,82,63,54,10,2,8,52,4,3,5,9,4,9,7,22,11,2,177,77,NA,31,20,0,13,45,NA
E_perditus2,0,1,1,1,1,1,0,3,1,0,1,0,1,1,1,1,1,1,1,1,105,72,61,45,9,2,10,43,4,4,8,8,3,10,7,21,8,2,165,77,M,31,22,0,12,44,NA
E_perditus2,1,1,1,1,1,1,0,3,1,0,1,0,1,1,1,1,1,1,1,1,105,77,62,49,8,3,12,43,4,3,8,11,4,9,6,20,10,2,175,87,NA,33,22,2,13,38,148
E_perditus2,0,1,1,1,1,1,0,3,1,0,1,0,1,1,1,1,1,1,0,1,110,73,65,51,8,2,7,52,4,3,7,8,3,10,6,20,9,1,178,84,M,29,25,3,15,42,NA
E_perditus2,1,1,1,1,1,1,0,3,1,0,1,0,1,1,1,1,1,1,1,1,114,78,66,53,12,3,8,56,4,3,7,10,4,11,7,24,11,1,175,87,NA,35,22,1,15,39,NA
E_pictus,1,1,0,0,2,0,1,3,1,0,0,1,0,1,0,0,1,0,0,1,97,74,66,46,9,2,7,45,4,1,5,11,2,11,8,15,11,1,106,55,NA,35,21,3,23,54,NA
E_pictus,0,1,0,0,0,0,0,3,1,0,0,1,1,1,0,1,1,0,0,1,94,78,62,55,10,2,6,48,5,1,7,11,3,10,8,17,10,1,173,92,NA,31,19,5,21,49,148
E_pictus,0,1,0,0,0,0,0,2,2,0,0,1,0,1,0,1,1,0,0,1,92,75,67,49,9,2,6,52,4,2,5,11,2,11,8,18,11,1,150,78,NA,34,21,4,13,61,142
E_pictus,1,1,1,0,2,1,1,3,1,0,1,1,1,1,1,0,1,0,0,1,92,78,68,43,9,2,6,47,5,1,6,9,3,13,8,21,12,1,187,93,M,33,20,2,19,48,142
E_pictus,1,1,1,0,1,1,1,3,1,0,0,1,1,1,0,0,1,0,0,1,93,67,65,39,9,2,6,40,6,1,6,11,3,11,8,16,10,1,201,91,NA,34,19,3,17,48,146
E_pictus,1,1,1,0,0,1,0,3,1,0,1,0,1,1,0,0,0,0,0,1,85,74,66,46,11,2,6,47,5,2,7,11,3,12,8,24,8,1,154,72,NA,32,21,3,16,46,152
unknown,0,1,1,0,0,0,0,3,1,0,1,0,1,1,0,0,0,0,0,1,116,80,67,51,14,2,5,50,6,4,8,10,3,12,6,22,14,1,74,43,NA,30,19,2,17,41,NA
unknown,1,1,1,0,0,0,0,3,1,0,0,0,1,1,0,0,1,0,0,1,95,70,55,49,10,2,7,39,5,1,6,10,2,11,8,16,10,1,108,54,NA,29,19,3,11,44,NA
unknown,0,1,0,0,0,1,0,2,2,0,1,1,0,1,0,0,1,NA,0,1,59,49,66,35,7,2,7,27,3,0,5,10,3,8,7,11,5,1,125,64,F,27,19,2,13,29,NA
unknown,1,1,0,0,1,1,0,2,2,0,1,1,0,1,0,0,1,0,0,1,72,44,71,39,6,2,7,32,4,1,6,12,1,8,7,12,6,0,189,74,NA,31,22,3,11,29,152
unknown,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0,1,0,0,1,83,57,50,51,8,2,8,50,4,1,8,12,4,10,7,23,13,1,168,94,NA,35,23,0,13,34,136
unknown,1,1,1,1,1,1,1,3,1,0,1,0,0,1,1,0,1,0,0,1,92,56,54,42,9,4,8,47,5,3,7,9,4,11,6,18,11,1,96,65,NA,33,23,0,14,34,NA
unknown,0,1,1,0,1,1,0,3,1,0,1,1,0,1,1,1,1,0,0,1,52,47,63,32,7,2,6,31,4,1,5,9,2,8,7,9,5,1,165,65,NA,29,18,2,10,26,NA
unknown,1,1,1,0,1,1,0,2,1,0,1,0,1,1,1,1,1,0,0,1,89,64,60,48,8,2,8,44,4,2,6,9,2,12,6,18,12,1,184,74,M,27,19,3,10,43,NA
unknown,1,1,1,0,1,1,0,3,1,0,1,0,1,1,1,1,1,0,0,1,93,67,64,41,9,2,10,45,4,2,8,8,4,11,6,19,9,1,193,74,NA,27,21,4,14,40,NA
unknown,0,1,0,0,0,0,0,2,2,0,0,0,1,1,0,1,0,0,0,1,81,65,57,46,10,2,5,44,5,1,6,9,4,9,7,18,14,1,171,80,NA,34,20,3,16,47,139
unknown,1,1,0,0,0,1,0,2,2,0,0,1,0,1,0,1,1,0,0,1,86,67,67,46,10,2,6,46,4,1,6,10,2,9,7,18,12,1,195,88,M,34,17,2,13,48,144
unknown,0,1,1,0,1,1,0,2,2,0,1,0,1,1,0,0,0,0,0,1,58,48,73,34,7,2,6,32,3,1,6,8,3,7,7,14,4,1,85,37,NA,33,18,2,11,31,NA
unknown,1,1,1,0,0,0,0,2,2,0,1,1,1,1,0,0,0,0,0,1,NA,51,NA,39,6,2,6,28,3,1,5,7,2,8,7,11,4,1,66,35,NA,33,21,2,10,24,NA
unknown,1,1,1,1,1,1,1,2,1,1,1,0,0,1,1,1,1,1,0,1,72,59,50,40,12,4,11,42,5,2,7,9,5,11,6,16,10,1,156,99,NA,30,21,0,11,33,118
unknown,1,1,1,0,1,1,0,3,1,0,1,0,1,1,1,1,1,0,0,1,81,83,65,48,10,2,11,57,4,3,7,10,4,9,7,20,12,2,182,79,M,31,21,1,15,44,NA
unknown,1,1,1,1,1,1,0,3,1,0,1,0,1,1,1,1,1,0,0,1,92,69,57,46,9,2,8,50,4,1,8,9,3,9,7,20,10,1,179,85,M,30,26,3,13,40,NA
unknown,0,1,1,0,1,1,0,3,1,0,1,0,1,1,0,1,1,1,1,1,107,74,65,49,10,3,9,45,4,2,9,10,3,10,7,21,11,1,155,74,M,29,23,2,15,36,NA
unknown,0,1,1,0,1,1,0,3,1,0,1,1,1,1,1,0,1,0,1,1,106,72,64,50,9,2,7,46,3,1,7,8,4,10,6,20,12,1,155,74,M,27,20,2,15,40,NA
unknown,1,1,1,1,1,1,0,3,1,1,1,0,1,1,1,1,1,0,0,1,95,70,61,49,8,2,11,43,4,2,7,10,3,9,6,18,11,1,172,86,NA,32,23,1,13,30,NA
unknown,1,1,1,0,1,1,1,3,2,1,1,0,0,1,0,1,1,0,0,1,81,62,65,53,11,3,11,48,5,3,6,8,4,11,6,16,13,2,238,116,NA,33,24,3,11,NA,NA
unknown,1,1,1,0,1,1,1,3,1,1,0,0,1,0,NA,0,0,0,0,1,83,56,56,48,10,2,11,45,5,2,6,8,4,11,6,17,10,1,216,99,NA,30,22,3,13,26,152
unknown,0,1,1,0,0,0,0,3,1,0,0,0,1,1,0,1,1,0,0,1,87,64,75,36,11,2,5,42,6,2,9,10,3,10,8,20,9,1,223,93,NA,32,19,3,17,44,144
unknown,0,1,1,0,1,1,1,3,0,0,1,0,1,1,0,1,1,0,0,1,95,72,56,54,8,2,10,44,4,2,7,10,4,10,4,18,10,1,NA,82,NA,29,23,3,12,40,NA
unknown,0,1,1,0,1,1,0,3,0,0,1,1,1,1,1,1,1,0,0,1,105,75,58,50,9,3,7,52,4,2,7,9,3,11,6,18,9,1,166,117,NA,29,21,3,13,40,NA
unknown,1,1,1,0,1,1,0,3,1,1,1,0,1,1,1,1,1,0,0,1,92,67,63,55,9,3,9,51,6,2,7,11,3,9,7,18,10,1,171,77,NA,31,23,2,13,38,161
